gbifID,accessRights,bibliographicCitation,language,license,modified,publisher,references,rightsHolder,type,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,recordedByID,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,caste,behavior,vitality,establishmentMeans,degreeOfEstablishment,pathway,georeferenceVerificationStatus,occurrenceStatus,preparations,disposition,associatedOccurrences,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOrganisms,previousIdentifications,organismRemarks,materialEntityID,materialEntityRemarks,verbatimLabel,materialSampleID,eventID,parentEventID,eventType,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,verbatimIdentification,identificationQualifier,typeStatus,identifiedBy,identifiedByID,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,superfamily,family,subfamily,tribe,subtribe,genus,genericName,subgenus,infragenericEpithet,specificEpithet,infraspecificEpithet,cultivarEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,depth,depthAccuracy,distanceFromCentroidInMeters,issue,taxonomicIssue,nonTaxonomicIssue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,subgenusKey,speciesKey,species,acceptedScientificName,verbatimScientificName,typifiedName,protocol,lastParsed,lastCrawled,isInvasive,repatriated,relativeOrganismQuantity,projectId,isSequenced,gbifRegion,publishedByGbifRegion,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,level3Gid,level3Name,iucnRedListCategory,decimalLongitude,decimalLatitude
925601886,http://www.inbo.be/en/norms-for-data-use,,en,CC0_1_0,,NA,,INBO,Event,,,https://doi.org/10.15468/gzyxyd,INBO,VIS,"VIS - Fishes in inland waters in Flanders, Belgium",,HUMAN_OBSERVATION,Length and weight measurements available upon request.,,,INBO:VIS:00655360,,NA,Gerlinde Van Thuyne,,1,NA,,,,,NA,,,,NA,NA,NA,PRESENT,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,INBO:VIS:Ev:00008246,NA,NA,,2012-09-13,,257,257,2012,9,13,2012-09-13/2012-09-13,enclosed water,electrofishing with 2 anodes by boat,NA,,,NA,,visbestanden:GEMEZ2,NA,NA,EUROPE,Grindplas Eisden Mijn,NA,NA,BE,,NA,,,Elektrische zone 2 - Grindplas Eisden Mijn,NA,NA,NA,NA,NA,NA,,250,NA,NA,Belgian Lambert 72,Belgium Datum 1972,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,Gerlinde Van Thuyne,,,NA,validated,,,NA,NA,NA,NA,NA,NA,,"Orconectes limosus (Rafinesque, 1817)",NA,NA,,,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,Cambaridae,NA,NA,NA,Faxonius,Orconectes,NA,NA,limosus,NA,NA,SPECIES,,gevlekte Amerikaanse rivierkreeft,ICZN,SYNONYM,NA,NA,823dc56e-f987-495c-98bf-43318719e30f,BE,2025-11-25T19:53:41.695Z,NA,NA,NA,NA,NA,,NA,NA,,true,false,2227000,8909595,1,54,229,637,4479,4646327,NA,8909595,Faxonius limosus,"Faxonius limosus (Rafinesque, 1817)",Orconectes limosus,NA,EML,2025-11-25T19:53:41.695Z,2025-11-18T12:15:18.894Z,NA,false,NA,,false,EUROPE,EUROPE,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.2_1,Limburg,BEL.2.2.3_1,Tongeren,,5.67815,50.99585
911440394,,,,CC_BY_NC_4_0,2015-04-29T13:49:54Z,NA,https://www.diveboard.com/aquazappa/D9Xe4s,Diveboard,Event,,,https://ipt.diveboard.com/resource.do?r=diveboard-occurrences,Diveboard,Diveboard,Diveboard - Scuba diving citizen science,Diveboard,HUMAN_OBSERVATION,,,,diveboard:130251_344149_0,diveboard:130251_344149_0,NA,Bieke Daneels,,NA,NA,,,,,NA,,,,NA,NA,NA,PRESENT,NA,NA,NA,NA,,NA,,Non validated citizen science record,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,2014-04-26T17:30Z,,116,116,2014,4,26,,,citizen science scuba dive observation,NA,,,NA,,,NA,NA,EUROPE,Grote Put Van Ekeren,NA,NA,BE,,NA,,Put Van Ekeren,"Put Van Ekeren, Ekeren",NA,NA,NA,NA,NA,NA,,100,NA,NA,,,,,NA,NA,NA,NA,Google Maps,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,Bieke Daneels,,2014-04-26T00:00:00,NA,,,http://eol.org/pages/344149,NA,NA,NA,NA,NA,NA,,"Orconectes limosus (Rafinesque, 1817)",NA,NA,,EOL,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,Cambaridae,NA,NA,NA,Faxonius,Orconectes,NA,NA,limosus,NA,NA,SPECIES,,,,SYNONYM,NA,NA,66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2,FR,2025-11-24T17:40:46.022Z,0,0,5,5,NA,COORDINATE_REPROJECTION_SUSPICIOUS;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,,true,false,2227000,8909595,1,54,229,637,4479,4646327,NA,8909595,Faxonius limosus,"Faxonius limosus (Rafinesque, 1817)","Orconectes limosus (Rafinesque, 1817)",NA,EML,2025-11-24T17:40:46.022Z,2025-11-17T11:39:29.445Z,NA,true,NA,,false,EUROPE,EUROPE,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.1_1,Antwerpen,BEL.2.1.1_1,Antwerpen,,4.39579,51.2837
896186079,,,,CC_BY_NC_4_0,2015-04-29T13:49:18Z,NA,https://www.diveboard.com/aquazappa/D6kQ7uU,Diveboard,Event,,,https://ipt.diveboard.com/resource.do?r=diveboard-occurrences,Diveboard,Diveboard,Diveboard - Scuba diving citizen science,Diveboard,HUMAN_OBSERVATION,,,,diveboard:128026_344149_0,diveboard:128026_344149_0,NA,Bieke Daneels,,NA,NA,,,,,NA,,,,NA,NA,NA,PRESENT,NA,NA,NA,NA,,NA,,Non validated citizen science record,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,2014-03-22T04:00Z,,81,81,2014,3,22,,,citizen science scuba dive observation,NA,,,NA,,,NA,NA,EUROPE,Grote Put Van Ekeren,NA,NA,BE,,NA,,Put Van Ekeren,"Put Van Ekeren, Ekeren",NA,NA,NA,NA,NA,NA,,100,NA,NA,,,,,NA,NA,NA,NA,Google Maps,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,Bieke Daneels,,2014-03-22T00:00:00,NA,,,http://eol.org/pages/344149,NA,NA,NA,NA,NA,NA,,"Orconectes limosus (Rafinesque, 1817)",NA,NA,,EOL,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,Cambaridae,NA,NA,NA,Faxonius,Orconectes,NA,NA,limosus,NA,NA,SPECIES,,,,SYNONYM,NA,NA,66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2,FR,2025-11-24T17:40:48.713Z,0,0,7,7,NA,COORDINATE_REPROJECTION_SUSPICIOUS;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,,true,false,2227000,8909595,1,54,229,637,4479,4646327,NA,8909595,Faxonius limosus,"Faxonius limosus (Rafinesque, 1817)","Orconectes limosus (Rafinesque, 1817)",NA,EML,2025-11-24T17:40:48.713Z,2025-11-17T11:39:29.445Z,NA,true,NA,,false,EUROPE,EUROPE,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.1_1,Antwerpen,BEL.2.1.1_1,Antwerpen,,4.39579,51.2837
895555246,http://www.inbo.be/en/norms-for-data-use,,en,CC0_1_0,,NA,,INBO,Event,,,https://doi.org/10.15468/gzyxyd,INBO,VIS,"VIS - Fishes in inland waters in Flanders, Belgium",,HUMAN_OBSERVATION,Length and weight measurements available upon request.,,,INBO:VIS:00662910,,NA,Gerlinde Van Thuyne,,3,NA,,,,,NA,,,,NA,NA,NA,PRESENT,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,INBO:VIS:Ev:00008352,NA,NA,,2013-11-12,,316,316,2013,11,12,2013-11-12/2013-11-12,enclosed water,,NA,,"{""numberOfFykes"":1, ""numberOfDays"":2}",NA,,visbestanden:RPF02,NA,NA,EUROPE,Rauwput,NA,NA,BE,,NA,,,RauwputSchietfuik2,NA,NA,NA,NA,NA,NA,,250,NA,NA,Belgian Lambert 72,Belgium Datum 1972,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,Gerlinde Van Thuyne,,,NA,validated,,,NA,NA,NA,NA,NA,NA,,"Orconectes limosus (Rafinesque, 1817)",NA,NA,,,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,Cambaridae,NA,NA,NA,Faxonius,Orconectes,NA,NA,limosus,NA,NA,SPECIES,,gevlekte Amerikaanse rivierkreeft,ICZN,SYNONYM,NA,NA,823dc56e-f987-495c-98bf-43318719e30f,BE,2025-11-25T19:53:37.809Z,NA,NA,NA,NA,NA,,NA,NA,,true,false,2227000,8909595,1,54,229,637,4479,4646327,NA,8909595,Faxonius limosus,"Faxonius limosus (Rafinesque, 1817)",Orconectes limosus,NA,EML,2025-11-25T19:53:37.809Z,2025-11-18T12:15:18.894Z,NA,false,NA,,false,EUROPE,EUROPE,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.1_1,Antwerpen,BEL.2.1.3_1,Turnhout,,5.21196,51.22292
895555245,http://www.inbo.be/en/norms-for-data-use,,en,CC0_1_0,,NA,,INBO,Event,,,https://doi.org/10.15468/gzyxyd,INBO,VIS,"VIS - Fishes in inland waters in Flanders, Belgium",,HUMAN_OBSERVATION,Length and weight measurements available upon request.,,,INBO:VIS:00662970,,NA,Gerlinde Van Thuyne,,2,NA,,,,,NA,,,,NA,NA,NA,PRESENT,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,INBO:VIS:Ev:00008346,NA,NA,,2013-11-12,,316,316,2013,11,12,2013-11-12/2013-11-12,enclosed water,,NA,,"{""numberOfFykes"":1, ""numberOfDays"":2}",NA,,visbestanden:RPF04,NA,NA,EUROPE,Rauwput,NA,NA,BE,,NA,,,RauwputSchietfuik4,NA,NA,NA,NA,NA,NA,,250,NA,NA,Belgian Lambert 72,Belgium Datum 1972,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,Gerlinde Van Thuyne,,,NA,validated,,,NA,NA,NA,NA,NA,NA,,"Orconectes limosus (Rafinesque, 1817)",NA,NA,,,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,Cambaridae,NA,NA,NA,Faxonius,Orconectes,NA,NA,limosus,NA,NA,SPECIES,,gevlekte Amerikaanse rivierkreeft,ICZN,SYNONYM,NA,NA,823dc56e-f987-495c-98bf-43318719e30f,BE,2025-11-25T19:53:38.223Z,NA,NA,NA,NA,NA,,NA,NA,,true,false,2227000,8909595,1,54,229,637,4479,4646327,NA,8909595,Faxonius limosus,"Faxonius limosus (Rafinesque, 1817)",Orconectes limosus,NA,EML,2025-11-25T19:53:38.223Z,2025-11-18T12:15:18.894Z,NA,false,NA,,false,EUROPE,EUROPE,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.1_1,Antwerpen,BEL.2.1.3_1,Turnhout,,5.20753,51.22525
895555228,http://www.inbo.be/en/norms-for-data-use,,en,CC0_1_0,,NA,,INBO,Event,,,https://doi.org/10.15468/gzyxyd,INBO,VIS,"VIS - Fishes in inland waters in Flanders, Belgium",,HUMAN_OBSERVATION,Length and weight measurements available upon request.,,,INBO:VIS:00662972,,NA,Gerlinde Van Thuyne,,3,NA,,,,,NA,,,,NA,NA,NA,PRESENT,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,INBO:VIS:Ev:00008362,NA,NA,,2013-11-12,,316,316,2013,11,12,2013-11-12/2013-11-12,enclosed water,,NA,,"{""numberOfFykes"":1, ""numberOfDays"":2}",NA,,visbestanden:RPF05,NA,NA,EUROPE,Rauwput,NA,NA,BE,,NA,,,RauwputSchietfuik5,NA,NA,NA,NA,NA,NA,,250,NA,NA,Belgian Lambert 72,Belgium Datum 1972,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,Gerlinde Van Thuyne,,,NA,validated,,,NA,NA,NA,NA,NA,NA,,"Orconectes limosus (Rafinesque, 1817)",NA,NA,,,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,Cambaridae,NA,NA,NA,Faxonius,Orconectes,NA,NA,limosus,NA,NA,SPECIES,,gevlekte Amerikaanse rivierkreeft,ICZN,SYNONYM,NA,NA,823dc56e-f987-495c-98bf-43318719e30f,BE,2025-11-25T19:53:38.217Z,NA,NA,NA,NA,NA,,NA,NA,,true,false,2227000,8909595,1,54,229,637,4479,4646327,NA,8909595,Faxonius limosus,"Faxonius limosus (Rafinesque, 1817)",Orconectes limosus,NA,EML,2025-11-25T19:53:38.217Z,2025-11-18T12:15:18.894Z,NA,false,NA,,false,EUROPE,EUROPE,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.1_1,Antwerpen,BEL.2.1.3_1,Turnhout,,5.20253,51.22419
895555212,http://www.inbo.be/en/norms-for-data-use,,en,CC0_1_0,,NA,,INBO,Event,,,https://doi.org/10.15468/gzyxyd,INBO,VIS,"VIS - Fishes in inland waters in Flanders, Belgium",,HUMAN_OBSERVATION,Length and weight measurements available upon request.,,,INBO:VIS:00662986,,NA,Gerlinde Van Thuyne,,1,NA,,,,,NA,,,,NA,NA,NA,PRESENT,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,INBO:VIS:Ev:00008353,NA,NA,,2013-11-12,,316,316,2013,11,12,2013-11-12/2013-11-12,enclosed water,,NA,,"{""numberOfFykes"":1, ""numberOfDays"":2}",NA,,visbestanden:RPF19,NA,NA,EUROPE,Rauwput,NA,NA,BE,,NA,,,RauwputSchietfuik19,NA,NA,NA,NA,NA,NA,,250,NA,NA,Belgian Lambert 72,Belgium Datum 1972,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,Gerlinde Van Thuyne,,,NA,validated,,,NA,NA,NA,NA,NA,NA,,"Orconectes limosus (Rafinesque, 1817)",NA,NA,,,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,Cambaridae,NA,NA,NA,Faxonius,Orconectes,NA,NA,limosus,NA,NA,SPECIES,,gevlekte Amerikaanse rivierkreeft,ICZN,SYNONYM,NA,NA,823dc56e-f987-495c-98bf-43318719e30f,BE,2025-11-25T19:53:38.215Z,NA,NA,NA,NA,NA,,NA,NA,,true,false,2227000,8909595,1,54,229,637,4479,4646327,NA,8909595,Faxonius limosus,"Faxonius limosus (Rafinesque, 1817)",Orconectes limosus,NA,EML,2025-11-25T19:53:38.215Z,2025-11-18T12:15:18.894Z,NA,false,NA,,false,EUROPE,EUROPE,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.1_1,Antwerpen,BEL.2.1.3_1,Turnhout,,5.18987,51.22877
895555210,http://www.inbo.be/en/norms-for-data-use,,en,CC0_1_0,,NA,,INBO,Event,,,https://doi.org/10.15468/gzyxyd,INBO,VIS,"VIS - Fishes in inland waters in Flanders, Belgium",,HUMAN_OBSERVATION,Length and weight measurements available upon request.,,,INBO:VIS:00662958,,NA,Gerlinde Van Thuyne,,3,NA,,,,,NA,,,,NA,NA,NA,PRESENT,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,INBO:VIS:Ev:00008367,NA,NA,,2013-11-12,,316,316,2013,11,12,2013-11-12/2013-11-12,enclosed water,,NA,,"{""numberOfFykes"":1, ""numberOfDays"":2}",NA,,visbestanden:RPF03,NA,NA,EUROPE,Rauwput,NA,NA,BE,,NA,,,RauwputSchietfuik3,NA,NA,NA,NA,NA,NA,,250,NA,NA,Belgian Lambert 72,Belgium Datum 1972,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,Gerlinde Van Thuyne,,,NA,validated,,,NA,NA,NA,NA,NA,NA,,"Orconectes limosus (Rafinesque, 1817)",NA,NA,,,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,Cambaridae,NA,NA,NA,Faxonius,Orconectes,NA,NA,limosus,NA,NA,SPECIES,,gevlekte Amerikaanse rivierkreeft,ICZN,SYNONYM,NA,NA,823dc56e-f987-495c-98bf-43318719e30f,BE,2025-11-25T19:53:34.675Z,NA,NA,NA,NA,NA,,NA,NA,,true,false,2227000,8909595,1,54,229,637,4479,4646327,NA,8909595,Faxonius limosus,"Faxonius limosus (Rafinesque, 1817)",Orconectes limosus,NA,EML,2025-11-25T19:53:34.675Z,2025-11-18T12:15:18.894Z,NA,false,NA,,false,EUROPE,EUROPE,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.1_1,Antwerpen,BEL.2.1.3_1,Turnhout,,5.21378,51.22422
895555209,http://www.inbo.be/en/norms-for-data-use,,en,CC0_1_0,,NA,,INBO,Event,,,https://doi.org/10.15468/gzyxyd,INBO,VIS,"VIS - Fishes in inland waters in Flanders, Belgium",,HUMAN_OBSERVATION,Length and weight measurements available upon request.,,,INBO:VIS:00662960,,NA,Gerlinde Van Thuyne,,2,NA,,,,,NA,,,,NA,NA,NA,PRESENT,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,INBO:VIS:Ev:00008361,NA,NA,,2013-11-12,,316,316,2013,11,12,2013-11-12/2013-11-12,enclosed water,,NA,,"{""numberOfFykes"":1, ""numberOfDays"":2}",NA,,visbestanden:RPF11,NA,NA,EUROPE,Rauwput,NA,NA,BE,,NA,,,RauwputSchietfuik11,NA,NA,NA,NA,NA,NA,,250,NA,NA,Belgian Lambert 72,Belgium Datum 1972,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,Gerlinde Van Thuyne,,,NA,validated,,,NA,NA,NA,NA,NA,NA,,"Orconectes limosus (Rafinesque, 1817)",NA,NA,,,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,Cambaridae,NA,NA,NA,Faxonius,Orconectes,NA,NA,limosus,NA,NA,SPECIES,,gevlekte Amerikaanse rivierkreeft,ICZN,SYNONYM,NA,NA,823dc56e-f987-495c-98bf-43318719e30f,BE,2025-11-25T19:53:36.409Z,NA,NA,NA,NA,NA,,NA,NA,,true,false,2227000,8909595,1,54,229,637,4479,4646327,NA,8909595,Faxonius limosus,"Faxonius limosus (Rafinesque, 1817)",Orconectes limosus,NA,EML,2025-11-25T19:53:36.409Z,2025-11-18T12:15:18.894Z,NA,false,NA,,false,EUROPE,EUROPE,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.1_1,Antwerpen,BEL.2.1.3_1,Turnhout,,5.18857,51.22539
895555153,http://www.inbo.be/en/norms-for-data-use,,en,CC0_1_0,,NA,,INBO,Event,,,https://doi.org/10.15468/gzyxyd,INBO,VIS,"VIS - Fishes in inland waters in Flanders, Belgium",,HUMAN_OBSERVATION,Length and weight measurements available upon request.,,,INBO:VIS:00662987,,NA,Gerlinde Van Thuyne,,2,NA,,,,,NA,,,,NA,NA,NA,PRESENT,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,INBO:VIS:Ev:00008370,NA,NA,,2013-11-12,,316,316,2013,11,12,2013-11-12/2013-11-12,enclosed water,,NA,,"{""numberOfFykes"":1, ""numberOfDays"":2}",NA,,visbestanden:RPF09,NA,NA,EUROPE,Rauwput,NA,NA,BE,,NA,,,RauwputSchietfuik9,NA,NA,NA,NA,NA,NA,,250,NA,NA,Belgian Lambert 72,Belgium Datum 1972,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,Gerlinde Van Thuyne,,,NA,validated,,,NA,NA,NA,NA,NA,NA,,"Orconectes limosus (Rafinesque, 1817)",NA,NA,,,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,Cambaridae,NA,NA,NA,Faxonius,Orconectes,NA,NA,limosus,NA,NA,SPECIES,,gevlekte Amerikaanse rivierkreeft,ICZN,SYNONYM,NA,NA,823dc56e-f987-495c-98bf-43318719e30f,BE,2025-11-25T19:53:37.163Z,NA,NA,NA,NA,NA,,NA,NA,,true,false,2227000,8909595,1,54,229,637,4479,4646327,NA,8909595,Faxonius limosus,"Faxonius limosus (Rafinesque, 1817)",Orconectes limosus,NA,EML,2025-11-25T19:53:37.163Z,2025-11-18T12:15:18.894Z,NA,false,NA,,false,EUROPE,EUROPE,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.1_1,Antwerpen,BEL.2.1.3_1,Turnhout,,5.19433,51.22045
895555034,http://www.inbo.be/en/norms-for-data-use,,en,CC0_1_0,,NA,,INBO,Event,,,https://doi.org/10.15468/gzyxyd,INBO,VIS,"VIS - Fishes in inland waters in Flanders, Belgium",,HUMAN_OBSERVATION,Length and weight measurements available upon request.,,,INBO:VIS:00662974,,NA,Gerlinde Van Thuyne,,1,NA,,,,,NA,,,,NA,NA,NA,PRESENT,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,INBO:VIS:Ev:00008369,NA,NA,,2013-11-12,,316,316,2013,11,12,2013-11-12/2013-11-12,enclosed water,,NA,,"{""numberOfFykes"":1, ""numberOfDays"":2}",NA,,visbestanden:RPF06,NA,NA,EUROPE,Rauwput,NA,NA,BE,,NA,,,RauwputSchietfuik6,NA,NA,NA,NA,NA,NA,,250,NA,NA,Belgian Lambert 72,Belgium Datum 1972,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,Gerlinde Van Thuyne,,,NA,validated,,,NA,NA,NA,NA,NA,NA,,"Orconectes limosus (Rafinesque, 1817)",NA,NA,,,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,Cambaridae,NA,NA,NA,Faxonius,Orconectes,NA,NA,limosus,NA,NA,SPECIES,,gevlekte Amerikaanse rivierkreeft,ICZN,SYNONYM,NA,NA,823dc56e-f987-495c-98bf-43318719e30f,BE,2025-11-25T19:53:38.308Z,NA,NA,NA,NA,NA,,NA,NA,,true,false,2227000,8909595,1,54,229,637,4479,4646327,NA,8909595,Faxonius limosus,"Faxonius limosus (Rafinesque, 1817)",Orconectes limosus,NA,EML,2025-11-25T19:53:38.308Z,2025-11-18T12:15:18.894Z,NA,false,NA,,false,EUROPE,EUROPE,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.1_1,Antwerpen,BEL.2.1.3_1,Turnhout,,5.19762,51.22339
895555031,http://www.inbo.be/en/norms-for-data-use,,en,CC0_1_0,,NA,,INBO,Event,,,https://doi.org/10.15468/gzyxyd,INBO,VIS,"VIS - Fishes in inland waters in Flanders, Belgium",,HUMAN_OBSERVATION,Length and weight measurements available upon request.,,,INBO:VIS:00662993,,NA,Gerlinde Van Thuyne,,2,NA,,,,,NA,,,,NA,NA,NA,PRESENT,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,INBO:VIS:Ev:00008371,NA,NA,,2013-11-12,,316,316,2013,11,12,2013-11-12/2013-11-12,enclosed water,,NA,,"{""numberOfFykes"":1, ""numberOfDays"":2}",NA,,visbestanden:RPF20,NA,NA,EUROPE,Rauwput,NA,NA,BE,,NA,,,RauwputSchietfuik20,NA,NA,NA,NA,NA,NA,,250,NA,NA,Belgian Lambert 72,Belgium Datum 1972,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,Gerlinde Van Thuyne,,,NA,validated,,,NA,NA,NA,NA,NA,NA,,"Orconectes limosus (Rafinesque, 1817)",NA,NA,,,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,Cambaridae,NA,NA,NA,Faxonius,Orconectes,NA,NA,limosus,NA,NA,SPECIES,,gevlekte Amerikaanse rivierkreeft,ICZN,SYNONYM,NA,NA,823dc56e-f987-495c-98bf-43318719e30f,BE,2025-11-25T19:53:38.810Z,NA,NA,NA,NA,NA,,NA,NA,,true,false,2227000,8909595,1,54,229,637,4479,4646327,NA,8909595,Faxonius limosus,"Faxonius limosus (Rafinesque, 1817)",Orconectes limosus,NA,EML,2025-11-25T19:53:38.810Z,2025-11-18T12:15:18.894Z,NA,false,NA,,false,EUROPE,EUROPE,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.1_1,Antwerpen,BEL.2.1.3_1,Turnhout,,5.19122,51.2263
