gbifID,accessRights,bibliographicCitation,language,license,modified,publisher,references,rightsHolder,type,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,recordedByID,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,caste,behavior,vitality,establishmentMeans,degreeOfEstablishment,pathway,georeferenceVerificationStatus,occurrenceStatus,preparations,disposition,associatedOccurrences,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOrganisms,previousIdentifications,organismRemarks,materialEntityID,materialEntityRemarks,verbatimLabel,materialSampleID,eventID,parentEventID,eventType,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,verbatimIdentification,identificationQualifier,typeStatus,identifiedBy,identifiedByID,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,superfamily,family,subfamily,tribe,subtribe,genus,genericName,subgenus,infragenericEpithet,specificEpithet,infraspecificEpithet,cultivarEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,depth,depthAccuracy,distanceFromCentroidInMeters,issue,taxonomicIssue,nonTaxonomicIssue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,subgenusKey,speciesKey,species,acceptedScientificName,verbatimScientificName,typifiedName,protocol,lastParsed,lastCrawled,isInvasive,repatriated,relativeOrganismQuantity,projectId,isSequenced,gbifRegion,publishedByGbifRegion,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,level3Gid,level3Name,iucnRedListCategory,decimalLongitude,decimalLatitude
4953568572,http://www.natuurpunt.be/normen-voor-datagebruik,,en,CC_BY_NC_4_0,,NA,https://waarnemingen.be/observation/330632007,Natuurpunt Studie,Event,,,https://doi.org/10.15468/k2aiak,Natuurpunt,waarnemingen.be,"Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium",,HUMAN_OBSERVATION,see metadata,,,Natuurpunt:Waarnemingen:330632007,,NA,,,2,NA,,,,,NA,,,,NA,NA,NA,PRESENT,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,2024-10-10,,284,284,2024,10,10,,,unspecified trap,NA,,,NA,,,NA,NA,EUROPE,,NA,NA,BE,West Flanders,NA,Knokke-Heist,,,NA,NA,NA,NA,NA,NA,,7,NA,NA,,,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,,,NA,unverified,,https://waarnemingen.be/species/10083,NA,NA,NA,NA,NA,NA,,"Procambarus clarkii (Girard, 1852)",NA,NA,,,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,Cambaridae,NA,NA,NA,Procambarus,Procambarus,NA,NA,clarkii,NA,NA,SPECIES,,Rode Amerikaanse rivierkreeft,ICZN,ACCEPTED,NA,NA,9a0b66df-7535-4f28-9f4e-5bc11b8b096c,BE,2025-11-19T11:17:21.436Z,NA,NA,NA,NA,NA,TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,NA,NA,,true,false,2227300,2227300,1,54,229,637,4479,2227127,NA,2227300,Procambarus clarkii,"Procambarus clarkii (Girard, 1852)",Procambarus clarkii,NA,EML,2025-11-19T11:17:21.436Z,2025-11-19T11:04:28.246Z,NA,false,NA,,false,EUROPE,EUROPE,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.5_1,West-Vlaanderen,BEL.2.5.1_1,Brugge,LC,3.32772,51.31918
4953568542,http://www.natuurpunt.be/normen-voor-datagebruik,,en,CC_BY_NC_4_0,,NA,https://waarnemingen.be/observation/330585910,Natuurpunt Studie,Event,,,https://doi.org/10.15468/k2aiak,Natuurpunt,waarnemingen.be,"Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium",,HUMAN_OBSERVATION,see metadata,,,Natuurpunt:Waarnemingen:330585910,,NA,,,1,NA,,Male,,,NA,,,,NA,NA,NA,PRESENT,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,2024-10-08,,282,282,2024,10,8,,,unspecified trap,NA,,,NA,,,NA,NA,EUROPE,,NA,NA,BE,East Flanders,NA,Beveren,,,NA,NA,NA,NA,NA,NA,,4,NA,NA,,,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,,,NA,approved on photographic evidence,,https://waarnemingen.be/species/8887,NA,NA,NA,NA,NA,NA,,"Faxonius limosus (Rafinesque, 1817)",NA,NA,,,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,Cambaridae,NA,NA,NA,Faxonius,Faxonius,NA,NA,limosus,NA,NA,SPECIES,,Gevlekte Amerikaanse rivierkreeft,ICZN,ACCEPTED,NA,NA,9a0b66df-7535-4f28-9f4e-5bc11b8b096c,BE,2025-11-19T11:16:59.315Z,NA,NA,NA,NA,NA,TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,NA,NA,,true,false,8909595,8909595,1,54,229,637,4479,4646327,NA,8909595,Faxonius limosus,"Faxonius limosus (Rafinesque, 1817)",Faxonius limosus,NA,EML,2025-11-19T11:16:59.315Z,2025-11-19T11:04:28.246Z,NA,false,NA,,false,EUROPE,EUROPE,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.3_1,Oost-Vlaanderen,BEL.2.3.6_1,Sint-Niklaas,LC,4.18741,51.24588
4953568540,http://www.natuurpunt.be/normen-voor-datagebruik,,en,CC_BY_NC_4_0,,NA,https://waarnemingen.be/observation/330584362,Natuurpunt Studie,Event,,,https://doi.org/10.15468/k2aiak,Natuurpunt,waarnemingen.be,"Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium",,HUMAN_OBSERVATION,see metadata,,,Natuurpunt:Waarnemingen:330584362,,NA,,,1,NA,,Male,,,NA,,,,NA,NA,NA,PRESENT,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,2024-10-08,,282,282,2024,10,8,,,unspecified trap,NA,,,NA,,,NA,NA,EUROPE,,NA,NA,BE,East Flanders,NA,Beveren,,,NA,NA,NA,NA,NA,NA,,7,NA,NA,,,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,,,NA,approved on photographic evidence,,https://waarnemingen.be/species/8887,NA,NA,NA,NA,NA,NA,,"Faxonius limosus (Rafinesque, 1817)",NA,NA,,,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,Cambaridae,NA,NA,NA,Faxonius,Faxonius,NA,NA,limosus,NA,NA,SPECIES,,Gevlekte Amerikaanse rivierkreeft,ICZN,ACCEPTED,NA,NA,9a0b66df-7535-4f28-9f4e-5bc11b8b096c,BE,2025-11-19T11:16:59.315Z,NA,NA,NA,NA,NA,TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,NA,NA,,true,false,8909595,8909595,1,54,229,637,4479,4646327,NA,8909595,Faxonius limosus,"Faxonius limosus (Rafinesque, 1817)",Faxonius limosus,NA,EML,2025-11-19T11:16:59.315Z,2025-11-19T11:04:28.246Z,NA,false,NA,,false,EUROPE,EUROPE,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.3_1,Oost-Vlaanderen,BEL.2.3.6_1,Sint-Niklaas,LC,4.1865,51.24565
4953568468,http://www.natuurpunt.be/normen-voor-datagebruik,,en,CC_BY_NC_4_0,,NA,https://waarnemingen.be/observation/330483526,Natuurpunt Studie,Event,,,https://doi.org/10.15468/k2aiak,Natuurpunt,waarnemingen.be,"Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium",,HUMAN_OBSERVATION,see metadata,,,Natuurpunt:Waarnemingen:330483526,,NA,,,1,NA,,,,,NA,,,,NA,NA,NA,PRESENT,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,2024-10-05,,279,279,2024,10,5,,,unspecified trap,NA,,,NA,,,NA,NA,EUROPE,,NA,NA,BE,East Flanders,NA,Beveren,,,NA,NA,NA,NA,NA,NA,,15,NA,NA,,,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,,,NA,approved on photographic evidence,,https://waarnemingen.be/species/561247,NA,NA,NA,NA,NA,NA,,"Procambarus acutus (Girard, 1852)",NA,NA,,,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,Cambaridae,NA,NA,NA,Procambarus,Procambarus,NA,NA,acutus,NA,NA,SPECIES,,Gestreepte Amerikaanse rivierkreeft,ICZN,ACCEPTED,NA,NA,9a0b66df-7535-4f28-9f4e-5bc11b8b096c,BE,2025-11-19T11:17:30.066Z,NA,NA,NA,NA,NA,TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,NA,NA,,true,false,2227289,2227289,1,54,229,637,4479,2227127,NA,2227289,Procambarus acutus,"Procambarus acutus (Girard, 1852)",Procambarus acutus,NA,EML,2025-11-19T11:17:30.066Z,2025-11-19T11:04:28.246Z,NA,false,NA,,false,EUROPE,EUROPE,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.3_1,Oost-Vlaanderen,BEL.2.3.6_1,Sint-Niklaas,LC,4.19463,51.25879
4953568369,http://www.natuurpunt.be/normen-voor-datagebruik,,en,CC_BY_NC_4_0,,NA,https://waarnemingen.be/observation/330296065,Natuurpunt Studie,Event,,,https://doi.org/10.15468/k2aiak,Natuurpunt,waarnemingen.be,"Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium",,HUMAN_OBSERVATION,see metadata,,,Natuurpunt:Waarnemingen:330296065,,NA,,,6,NA,,,,,NA,,,,NA,NA,NA,PRESENT,NA,NA,NA,NA,,NA,,found dead,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,2024-10-08,,282,282,2024,10,8,,,seen,NA,,,NA,,,NA,NA,EUROPE,,NA,NA,BE,Limburg,NA,Tessenderlo,,,NA,NA,NA,NA,NA,NA,,4,NA,NA,,,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,,,NA,approved on photographic evidence,,https://waarnemingen.be/species/10083,NA,NA,NA,NA,NA,NA,,"Procambarus clarkii (Girard, 1852)",NA,NA,,,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,Cambaridae,NA,NA,NA,Procambarus,Procambarus,NA,NA,clarkii,NA,NA,SPECIES,,Rode Amerikaanse rivierkreeft,ICZN,ACCEPTED,NA,NA,9a0b66df-7535-4f28-9f4e-5bc11b8b096c,BE,2025-11-19T11:16:42.682Z,NA,NA,NA,NA,NA,TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,NA,NA,,true,false,2227300,2227300,1,54,229,637,4479,2227127,NA,2227300,Procambarus clarkii,"Procambarus clarkii (Girard, 1852)",Procambarus clarkii,NA,EML,2025-11-19T11:16:42.682Z,2025-11-19T11:04:28.246Z,NA,false,NA,,false,EUROPE,EUROPE,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.1_1,Antwerpen,BEL.2.1.3_1,Turnhout,LC,5.02031,51.07173
4953568269,http://www.natuurpunt.be/normen-voor-datagebruik,,en,CC_BY_NC_4_0,,NA,https://waarnemingen.be/observation/330156556,Natuurpunt Studie,Event,,,https://doi.org/10.15468/k2aiak,Natuurpunt,waarnemingen.be,"Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium",,HUMAN_OBSERVATION,see metadata,,,Natuurpunt:Waarnemingen:330156556,,NA,,,6,NA,,,,,NA,,,,NA,NA,NA,PRESENT,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,2024-09-26,,270,270,2024,9,26,,,unspecified trap,NA,,,NA,,,NA,NA,EUROPE,,NA,NA,BE,Limburg,NA,Heusden-Zolder,,,NA,NA,NA,NA,NA,NA,,999,NA,NA,,,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,,,NA,approved on photographic evidence,,https://waarnemingen.be/species/8887,NA,NA,NA,NA,NA,NA,,"Faxonius limosus (Rafinesque, 1817)",NA,NA,,,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,Cambaridae,NA,NA,NA,Faxonius,Faxonius,NA,NA,limosus,NA,NA,SPECIES,,Gevlekte Amerikaanse rivierkreeft,ICZN,ACCEPTED,NA,NA,9a0b66df-7535-4f28-9f4e-5bc11b8b096c,BE,2025-11-19T11:17:46.613Z,NA,NA,NA,NA,NA,TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,NA,NA,,true,false,8909595,8909595,1,54,229,637,4479,4646327,NA,8909595,Faxonius limosus,"Faxonius limosus (Rafinesque, 1817)",Faxonius limosus,NA,EML,2025-11-19T11:17:46.613Z,2025-11-19T11:04:28.246Z,NA,false,NA,,false,EUROPE,EUROPE,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.2_1,Limburg,BEL.2.2.1_1,Hasselt,LC,5.27146,50.99774
4953568230,http://www.natuurpunt.be/normen-voor-datagebruik,,en,CC_BY_NC_4_0,,NA,https://waarnemingen.be/observation/330811683,Natuurpunt Studie,Event,,,https://doi.org/10.15468/k2aiak,Natuurpunt,waarnemingen.be,"Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium",,HUMAN_OBSERVATION,see metadata,,,Natuurpunt:Waarnemingen:330811683,,NA,,,1,NA,,,,,NA,,,,NA,NA,NA,PRESENT,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,2024-09-15,,259,259,2024,9,15,,,casual observation,NA,,,NA,,,NA,NA,EUROPE,,NA,NA,BE,West Flanders,NA,Brugge,,,NA,NA,NA,NA,NA,NA,,3,NA,NA,,,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,,,NA,approved on photographic evidence,,https://waarnemingen.be/species/10083,NA,NA,NA,NA,NA,NA,,"Procambarus clarkii (Girard, 1852)",NA,NA,,,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,Cambaridae,NA,NA,NA,Procambarus,Procambarus,NA,NA,clarkii,NA,NA,SPECIES,,Rode Amerikaanse rivierkreeft,ICZN,ACCEPTED,NA,NA,9a0b66df-7535-4f28-9f4e-5bc11b8b096c,BE,2025-11-19T11:16:40.725Z,NA,NA,NA,NA,NA,TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,NA,NA,,true,false,2227300,2227300,1,54,229,637,4479,2227127,NA,2227300,Procambarus clarkii,"Procambarus clarkii (Girard, 1852)",Procambarus clarkii,NA,EML,2025-11-19T11:16:40.725Z,2025-11-19T11:04:28.246Z,NA,false,NA,,false,EUROPE,EUROPE,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.5_1,West-Vlaanderen,BEL.2.5.1_1,Brugge,LC,3.24819,51.29324
4953568101,http://www.natuurpunt.be/normen-voor-datagebruik,,en,CC_BY_NC_4_0,,NA,https://waarnemingen.be/observation/330592740,Natuurpunt Studie,Event,,,https://doi.org/10.15468/k2aiak,Natuurpunt,waarnemingen.be,"Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium",,HUMAN_OBSERVATION,see metadata,,,Natuurpunt:Waarnemingen:330592740,,NA,,,1,NA,,Female,,,NA,,,,NA,NA,NA,PRESENT,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,2024-10-08,,282,282,2024,10,8,,,unspecified trap,NA,,,NA,,,NA,NA,EUROPE,,NA,NA,BE,East Flanders,NA,Beveren,,,NA,NA,NA,NA,NA,NA,,4,NA,NA,,,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,,,NA,approved on photographic evidence,,https://waarnemingen.be/species/561247,NA,NA,NA,NA,NA,NA,,"Procambarus acutus (Girard, 1852)",NA,NA,,,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,Cambaridae,NA,NA,NA,Procambarus,Procambarus,NA,NA,acutus,NA,NA,SPECIES,,Gestreepte Amerikaanse rivierkreeft,ICZN,ACCEPTED,NA,NA,9a0b66df-7535-4f28-9f4e-5bc11b8b096c,BE,2025-11-19T11:17:46.375Z,NA,NA,NA,NA,NA,TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,NA,NA,,true,false,2227289,2227289,1,54,229,637,4479,2227127,NA,2227289,Procambarus acutus,"Procambarus acutus (Girard, 1852)",Procambarus acutus,NA,EML,2025-11-19T11:17:46.375Z,2025-11-19T11:04:28.246Z,NA,false,NA,,false,EUROPE,EUROPE,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.3_1,Oost-Vlaanderen,BEL.2.3.6_1,Sint-Niklaas,LC,4.18959,51.24729
4953568097,http://www.natuurpunt.be/normen-voor-datagebruik,,en,CC_BY_NC_4_0,,NA,https://waarnemingen.be/observation/330590445,Natuurpunt Studie,Event,,,https://doi.org/10.15468/k2aiak,Natuurpunt,waarnemingen.be,"Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium",,HUMAN_OBSERVATION,see metadata,,,Natuurpunt:Waarnemingen:330590445,,NA,,,1,NA,,Male,,,NA,,,,NA,NA,NA,PRESENT,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,2024-10-08,,282,282,2024,10,8,,,unspecified trap,NA,,,NA,,,NA,NA,EUROPE,,NA,NA,BE,East Flanders,NA,Beveren,,,NA,NA,NA,NA,NA,NA,,4,NA,NA,,,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,,,NA,approved on photographic evidence,,https://waarnemingen.be/species/561247,NA,NA,NA,NA,NA,NA,,"Procambarus acutus (Girard, 1852)",NA,NA,,,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,Cambaridae,NA,NA,NA,Procambarus,Procambarus,NA,NA,acutus,NA,NA,SPECIES,,Gestreepte Amerikaanse rivierkreeft,ICZN,ACCEPTED,NA,NA,9a0b66df-7535-4f28-9f4e-5bc11b8b096c,BE,2025-11-19T11:17:09.796Z,NA,NA,NA,NA,NA,TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,NA,NA,,true,false,2227289,2227289,1,54,229,637,4479,2227127,NA,2227289,Procambarus acutus,"Procambarus acutus (Girard, 1852)",Procambarus acutus,NA,EML,2025-11-19T11:17:09.796Z,2025-11-19T11:04:28.246Z,NA,false,NA,,false,EUROPE,EUROPE,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.3_1,Oost-Vlaanderen,BEL.2.3.6_1,Sint-Niklaas,LC,4.18914,51.24666
4953568096,http://www.natuurpunt.be/normen-voor-datagebruik,,en,CC_BY_NC_4_0,,NA,https://waarnemingen.be/observation/330589960,Natuurpunt Studie,Event,,,https://doi.org/10.15468/k2aiak,Natuurpunt,waarnemingen.be,"Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium",,HUMAN_OBSERVATION,see metadata,,,Natuurpunt:Waarnemingen:330589960,,NA,,,1,NA,,Male,,,NA,,,,NA,NA,NA,PRESENT,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,2024-10-08,,282,282,2024,10,8,,,unspecified trap,NA,,,NA,,,NA,NA,EUROPE,,NA,NA,BE,East Flanders,NA,Beveren,,,NA,NA,NA,NA,NA,NA,,4,NA,NA,,,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,,,NA,approved on photographic evidence,,https://waarnemingen.be/species/561247,NA,NA,NA,NA,NA,NA,,"Procambarus acutus (Girard, 1852)",NA,NA,,,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,Cambaridae,NA,NA,NA,Procambarus,Procambarus,NA,NA,acutus,NA,NA,SPECIES,,Gestreepte Amerikaanse rivierkreeft,ICZN,ACCEPTED,NA,NA,9a0b66df-7535-4f28-9f4e-5bc11b8b096c,BE,2025-11-19T11:17:46.373Z,NA,NA,NA,NA,NA,TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,NA,NA,,true,false,2227289,2227289,1,54,229,637,4479,2227127,NA,2227289,Procambarus acutus,"Procambarus acutus (Girard, 1852)",Procambarus acutus,NA,EML,2025-11-19T11:17:46.373Z,2025-11-19T11:04:28.246Z,NA,false,NA,,false,EUROPE,EUROPE,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.3_1,Oost-Vlaanderen,BEL.2.3.6_1,Sint-Niklaas,LC,4.1888,51.24646
4953568093,http://www.natuurpunt.be/normen-voor-datagebruik,,en,CC_BY_NC_4_0,,NA,https://waarnemingen.be/observation/330584820,Natuurpunt Studie,Event,,,https://doi.org/10.15468/k2aiak,Natuurpunt,waarnemingen.be,"Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium",,HUMAN_OBSERVATION,see metadata,,,Natuurpunt:Waarnemingen:330584820,,NA,,,1,NA,,Male,,,NA,,,,NA,NA,NA,PRESENT,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,2024-10-08,,282,282,2024,10,8,,,unspecified trap,NA,,,NA,,,NA,NA,EUROPE,,NA,NA,BE,East Flanders,NA,Beveren,,,NA,NA,NA,NA,NA,NA,,4,NA,NA,,,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,,,NA,approved on photographic evidence,,https://waarnemingen.be/species/561247,NA,NA,NA,NA,NA,NA,,"Procambarus acutus (Girard, 1852)",NA,NA,,,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,Cambaridae,NA,NA,NA,Procambarus,Procambarus,NA,NA,acutus,NA,NA,SPECIES,,Gestreepte Amerikaanse rivierkreeft,ICZN,ACCEPTED,NA,NA,9a0b66df-7535-4f28-9f4e-5bc11b8b096c,BE,2025-11-19T11:17:39.417Z,NA,NA,NA,NA,NA,TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,NA,NA,,true,false,2227289,2227289,1,54,229,637,4479,2227127,NA,2227289,Procambarus acutus,"Procambarus acutus (Girard, 1852)",Procambarus acutus,NA,EML,2025-11-19T11:17:39.417Z,2025-11-19T11:04:28.246Z,NA,false,NA,,false,EUROPE,EUROPE,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.3_1,Oost-Vlaanderen,BEL.2.3.6_1,Sint-Niklaas,LC,4.18666,51.24568
4953567872,http://www.natuurpunt.be/normen-voor-datagebruik,,en,CC_BY_NC_4_0,,NA,https://waarnemingen.be/observation/330249345,Natuurpunt Studie,Event,,,https://doi.org/10.15468/k2aiak,Natuurpunt,waarnemingen.be,"Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium",,HUMAN_OBSERVATION,see metadata,,,Natuurpunt:Waarnemingen:330249345,,NA,,,2,NA,,,,,NA,,,,NA,NA,NA,PRESENT,NA,NA,NA,NA,,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,2024-10-08,,282,282,2024,10,8,,,unspecified trap,NA,,,NA,,,NA,NA,EUROPE,,NA,NA,BE,West Flanders,NA,Knokke-Heist,,,NA,NA,NA,NA,NA,NA,,15,NA,NA,,,,,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,,,NA,approved on photographic evidence,,https://waarnemingen.be/species/10083,NA,NA,NA,NA,NA,NA,,"Procambarus clarkii (Girard, 1852)",NA,NA,,,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Decapoda,NA,Cambaridae,NA,NA,NA,Procambarus,Procambarus,NA,NA,clarkii,NA,NA,SPECIES,,Rode Amerikaanse rivierkreeft,ICZN,ACCEPTED,NA,NA,9a0b66df-7535-4f28-9f4e-5bc11b8b096c,BE,2025-11-19T11:16:41.954Z,NA,NA,NA,NA,NA,TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,NA,NA,,true,false,2227300,2227300,1,54,229,637,4479,2227127,NA,2227300,Procambarus clarkii,"Procambarus clarkii (Girard, 1852)",Procambarus clarkii,NA,EML,2025-11-19T11:16:41.954Z,2025-11-19T11:04:28.246Z,NA,false,NA,,false,EUROPE,EUROPE,BEL,Belgium,BEL.2_1,Vlaanderen,BEL.2.5_1,West-Vlaanderen,BEL.2.5.1_1,Brugge,LC,3.29352,51.32844
